p_evap,dT_cd,net_power,T_injection>=70,evap_brine_pinch>=5,evap_brine_pinch<=37,T_injection,evap_steam_UA,evap_brine_UA,evap_steam_pinch,evap_brine_pinch,thermal_efficiency
14.045949161096635,16.388994432220336,11.19929976985747,-35.39279678616174,-20.898185718113325,-11.101814281886675,105.39279678616174,1437294.3982903594,10645.281221724572,25.898185718113325,25.898185718113325,0.14096328067170474
3.238122919896309,28.165196716823928,1.0628139740765878,-84.25379994629986,-88.2836971974179,56.283697197417894,154.25379994629986,401218.58260140696,2971.614338895427,93.2836971974179,93.2836971974179,0.025334072596081822
15.454068460825502,20.310619062918846,11.861855190333408,-31.054541431315272,-15.567145294171212,-16.432854705828788,101.05454143131527,1806322.3851085345,13378.476802977184,20.567145294171212,20.567145294171212,0.14335883519471415
3.6330038053049982,25.7814819329734,1.7827553317230238,-81.39761212135772,-83.85885555356339,51.85885555356339,151.39761212135772,421153.5648737228,3119.262233920497,88.85885555356339,88.85885555356339,0.040361190695033584
8.660163573869571,18.19991006969083,7.103098261481925,-57.58810313419633,-45.968268606818754,13.968268606818754,127.58810313419633,733040.2023241736,5429.241990960766,50.968268606818754,50.968268606818754,0.11361429879797552
4.845950675867026,14.47167580015931,4.044022162125645,-71.65684519955823,-72.20853437613977,40.20853437613977,141.65684519955823,484541.4152318522,3588.7425950108723,77.20853437613977,77.20853437613977,0.07821263992570977
16.745716786101703,14.652589281959791,13.327104809628478,-22.604318961214005,-10.98844516494512,-21.01155483505488,92.604318961214,2317346.1245148317,17163.359999785327,15.98844516494512,15.98844516494512,0.14949488784268955
13.445933899244725,29.735348519713774,9.352361357710707,-43.69851717572266,-23.2916647988651,-8.7083352011349,113.69851717572266,1316537.458550811,9750.898286306878,28.2916647988651,28.2916647988651,0.12788789071095208
8.556424928939485,15.600013772599741,7.217093487347683,-56.983925243079455,-46.55381537790544,14.553815377905437,126.98392524307945,724746.0257015602,5367.811401127953,51.55381537790544,51.55381537790544,0.11458944570565323
18.246599335804408,14.588086406992382,14.509924662470763,-15.197233873156222,-5.991266415368955,-26.008733584631045,85.19723387315622,3352523.2179444837,24830.370521048877,10.991266415368955,10.991266415368955,0.15313668736169306
7.236786442531029,22.206947115197536,5.610697667519276,-64.70669454334728,-54.50615299506717,22.50615299506717,134.70669454334728,628211.1886759656,4652.828799753339,59.50615299506717,59.50615299506717,0.09833473468083803
13.177768059221242,22.4677168913558,9.997687734298955,-41.599498448205566,-24.387182874665598,-7.612817125334402,111.59949844820557,1267784.5168146018,9389.81097128942,29.387182874665598,29.387182874665598,0.133787807674675
10.795090486035926,19.994356295217017,8.540507353979924,-50.01583385597843,-34.93235743285038,2.932357432850381,120.01583385597843,934633.448908388,6922.336798010793,39.93235743285038,39.93235743285038,0.12502403477758936
14.877491848728125,28.411512164389833,10.508466896195314,-37.21004914733271,-17.70421145994868,-14.29578854005132,107.21004914733271,1637756.2670224737,12129.996509994062,22.70421145994868,22.70421145994868,0.13460790963450286
17.8441229474767,17.198940467871616,13.98222058768257,-18.469066563653996,-7.299811742870986,-24.700188257129014,88.469066563654,3001428.1132319625,22229.994335293955,12.299811742870986,12.299811742870986,0.15152404694037436
14.668827839861622,11.443540511842947,11.884606779232735,-30.595720196355387,-18.492900379664036,-13.507099620335964,100.59572019635539,1583230.0519259041,11726.14960545616,23.492900379664036,23.492900379664036,0.1430319836559726
6.327173701528773,13.687257432771805,5.485047536913751,-65.12479025144933,-60.63919679925351,28.63919679925351,135.12479025144933,569689.444146549,4219.389116941948,65.63919679925351,65.63919679925351,0.09667712250178769
11.005882022080998,19.818894239947312,8.709953615529198,-49.12102858341649,-33.933440599382834,1.933440599382834,119.12102858341649,958492.8221386201,7099.0505861616575,38.933440599382834,38.933440599382834,0.12624196607635002
9.99966332663882,20.139280828862482,7.944218718266778,-53.16478103508098,-38.8372873039624,6.837287303962398,123.16478103508098,851750.347715864,6308.465400632098,43.8372873039624,43.8372873039624,0.1205409638023878
6.079774472205331,18.898621334926126,4.910211273041912,-68.08139244916697,-62.41990962570162,30.41990962570162,138.08139244916697,554686.4881283691,4108.270138004394,67.41990962570162,67.41990962570162,0.09016010201407759
12.054898563214861,22.126233284237223,9.235959140430095,-45.952318675468405,-29.163115118759833,-2.8368848812401666,115.9523186754684,1091564.7668753292,8084.644265597876,34.16311511875983,34.16311511875983,0.1293341430427288
3.3044421062281124,21.843439428515815,1.7348008815771339,-81.52771412183165,-87.51314829603791,55.51314829603791,151.52771412183165,404553.2576610345,2996.3125175253804,92.51314829603791,92.51314829603791,0.03936547927171743
16.880112239248344,27.620911269405013,12.040499927629892,-28.036777759211702,-10.5274825801352,-21.4725174198648,98.0367777592117,2385284.4505872573,17666.54333344065,15.5274825801352,15.5274825801352,0.14160056336728852
6.5670943716015024,25.458067496068708,4.7326154263083335,-68.62943929342538,-58.96107061625116,26.961070616251163,138.62943929342538,584590.3153371308,4329.752007426401,63.96107061625116,63.96107061625116,0.08757778944660514
8.27159184695421,25.262086067995867,6.135731626473115,-61.880458061507966,-48.18904452101265,16.189044521012647,131.88045806150797,702546.8070055789,5203.393501634027,53.18904452101265,53.18904452101265,0.10359517929675623
11.342282239880285,14.97839299265424,9.34183895902791,-45.8283812189764,-32.36826681750392,0.36826681750392254,115.8283812189764,998429.1798954858,7394.838115702528,37.36826681750392,37.36826681750392,0.13064393522033738
