p_evap,dT_cd,net_power,T_injection>=70,evap_brine_pinch>=5,evap_brine_pinch<=37,T_injection,evap_steam_UA,evap_brine_UA,evap_steam_pinch,evap_brine_pinch,thermal_efficiency
4.67531559179519,22.0099517392741,4.291310650190911,-71.87618860601458,-64.87980812855005,32.87980812855005,141.87618860601458,535215.3884529918,3964.0579766078345,69.87980812855005,69.87980812855005,0.08326778835309306
9.410335381473237,28.347954617882692,7.792082533857994,-55.051519458739904,-32.79270532393451,0.7927053239345128,125.0515194587399,987274.1767948399,7312.218893658085,37.79270532393451,37.79270532393451,0.12087959605048501
12.095250092344873,10.890102007567975,11.248830092752698,-37.499023229099805,-19.80596478855199,-12.19403521144801,107.4990232290998,1500082.2865790818,11110.317980336255,24.80596478855199,24.80596478855199,0.14449821044845432
9.477578218213283,17.5653074190148,8.923647675332797,-50.5900973056996,-32.43571805648486,0.43571805648485906,120.5900973056996,996639.6240378789,7381.583819721921,37.43571805648486,37.43571805648486,0.13147694370897658
14.05989155459575,13.872060208944312,12.667156074275933,-30.450693811654332,-11.609780681636721,-20.39021931836328,100.45069381165433,2231669.258474228,16528.79666030425,16.60978068163672,16.60978068163672,0.15224839481252608
5.958820347299954,14.932860599633813,6.132792004242787,-63.784259500006954,-54.3923705703516,22.392370570351602,133.78425950000695,629410.7224954638,4661.713113821675,59.3923705703516,59.3923705703516,0.10616615406288021
9.314634482640814,25.458210634175536,8.032756172239145,-54.28334373543407,-33.304058065995264,1.3040580659952639,124.28334373543407,974161.5670108205,7215.100711838369,38.304058065995264,38.304058065995264,0.12348729807531492
12.251946865599068,16.483006290407246,11.128124019093041,-39.085658262915956,-19.117219917442412,-12.882780082557588,109.08565826291596,1542576.0549350881,11425.046900770774,24.117219917442412,24.117219917442412,0.14519816804187427
2.21213925673176,16.136081606646474,1.510334554228002,-82.41645180639733,-93.54757099844744,61.54757099844744,152.41645180639733,379830.4522296246,2813.2037426490133,98.54757099844744,98.54757099844744,0.03481695116942391
8.788901702313701,28.498005476959364,7.296584213506734,-57.51928301854508,-36.18503895757112,4.185038957571123,127.51928301854508,906340.8485586224,6712.788435771735,41.18503895757112,41.18503895757112,0.11661078009139147
